10000
         34621426 function calls (34606623 primitive calls) in 9.130 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
      576    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:742(children)
      344    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2756(_Mode)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 axis.py:557(Axis)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
      222    0.000    0.000    0.000    0.000 patches.py:2346(<genexpr>)
        6    0.000    0.000    0.000    0.000 deprecation.py:185(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:593(get_data_path)
        3    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
      151    0.000    0.000    0.000    0.000 transforms.py:1336(<genexpr>)
      743    0.000    0.000    0.000    0.000 inspect.py:2820(default)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3854(_apply_env_variables)
        8    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      222    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       51    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
      151    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
       10    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
       47    0.000    0.000    0.000    0.000 results.py:243(__getitem__)
      813    0.000    0.000    0.000    0.000 __init__.py:887(<lambda>)
        1    0.000    0.000    0.000    0.000 helpers.py:748(OpAssoc)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:176(eye)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
       32    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       71    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
       28    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
        3    0.000    0.000    0.000    0.000 core.py:4563(__init__)
       46    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 write_fasta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(FigureCanvasBase)
      175    0.000    0.000    0.000    0.000 helpers.py:231(<lambda>)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2545(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 ensure_iterable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
        3    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        1    0.000    0.000    0.000    0.000 _linalg.py:106(EighResult)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 Image.py:147(Resampling)
        4    0.000    0.000    0.000    0.000 __init__.py:678(__init__)
       42    0.000    0.000    0.000    0.000 core.py:4729(<genexpr>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        5    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
       14    0.000    0.000    0.000    0.000 core.py:1110(reset_cache)
       11    0.000    0.000    0.000    0.000 ast.py:434(visit_Constant)
      406    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1018(create_module)
       84    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 core.py:4043(__init__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 message.py:500(get)
        9    0.000    0.000    0.000    0.000 overrides.py:29(finalize_array_function_like)
       23    0.000    0.000    0.000    0.000 results.py:252(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      304    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1605(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:109(Disposal)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(get_filename)
        4    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
        1    0.000    0.000    0.000    0.000 encode_dna.py:28(build_table)
        5    0.000    0.000    0.000    0.000 _local.py:510(stat)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
      347    0.000    0.000    0.000    0.000 enum.py:1337(value)
      110    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1817(_MathStyle)
        1    0.000    0.000    0.000    0.000 _enums.py:17(JoinStyle)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
      456    0.000    0.000    0.000    0.000 typing.py:2371(cast)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transform)
        1    0.000    0.000    0.000    0.000 interval_result.py:8(IntervalResult)
       12    0.000    0.000    0.000    0.000 core.py:277(wrapper)
        1    0.000    0.000    0.000    0.000 core.py:2742(Keyword)
        1    0.000    0.000    0.000    0.000 chunked.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
       39    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
        8    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:669(Bbox)
        1    0.000    0.000    0.000    0.000 core.py:4012(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
        3    0.000    0.000    0.000    0.000 core.py:1803(__invert__)
        1    0.000    0.000    0.000    0.000 gzip.py:147(GzipFile)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        8    0.000    0.000    0.000    0.000 getlimits.py:64(smallest_subnormal)
        2    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
       13    0.000    0.000    0.000    0.000 core.py:8775(_replace_return_type)
        1    0.000    0.000    0.000    0.000 ensure_path.py:5(ensure_path)
       17    0.000    0.000    0.000    0.000 __init__.py:228(__getattr__)
       40    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
       61    0.000    0.000    0.000    0.000 inspect.py:2533(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
       43    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _local.py:354(with_name)
        4    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 _linalg.py:102(EigResult)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(__init__)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
      476    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:166(Dither)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2457(__init__)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 polypeptide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 read_fastq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:516(Image)
       66    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
        1    0.000    0.000    0.000    0.000 core.py:5838(__init__)
        1    0.000    0.000    0.000    0.000 results.py:40(ParseResults)
        1    0.000    0.000    0.000    0.000 Image.py:179(Quantize)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 _linalg.py:118(SVDResult)
        3    0.000    0.000    0.000    0.000 core.py:5429(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2883(__new__)
       32    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        8    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
       23    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
       49    0.000    0.000    0.000    0.000 core.py:2704(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 inspect.py:3136(_hash_basis)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
        3    0.000    0.000    0.000    0.000 core.py:1901(suppress)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
       62    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _docstring.py:113(register)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:6546(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:724(Rectangle)
       39    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
       25    0.000    0.000    0.000    0.000 helpers.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
        1    0.000    0.000    0.000    0.000 collections.py:2352(QuadMesh)
        2    0.000    0.000    0.000    0.000 __init__.py:203(caching_module_getattr)
      334    0.000    0.000    0.000    0.000 enum.py:1332(name)
       10    0.000    0.000    0.000    0.000 __init__.py:279(get_aliased_and_aliases)
      140    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        1    0.000    0.000    0.000    0.000 patches.py:1775(Annulus)
        8    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
       63    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 core.py:5110(IndentedBlock)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(numeric_type_aliases)
       17    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       10    0.000    0.000    0.000    0.000 core.py:5100(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:3204(view)
      200    0.000    0.000    0.000    0.000 core.py:513(mayReturnEmpty)
       20    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
      157    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:358(detect_encoding)
